country,year,Region,inc,yrs.sch,overall,primary,secondary,higher,Prim..10,Sec..11,Higher..12,primary.soc,secondary.soc,higher.soc,male,female,private,public,source
Timor-Leste,2004,East Asia and Pacific,Middle,4.327,4.8,14.9,7.5,6.2,NA,NA,NA,NA,NA,NA,4.7,4.9,NA,NA,"Peet, Fink and Fawzi (2015)"
Togo,2011,Sub-Saharan Africa,Low,NA,NA,8,13,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barouni and Broecke (2014)
Trinidad and Tobago,1997,Latin America and Caribbean,High,NA,NA,NA,6,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,World Bank (2011)
Tunisia,1977,Middle East and North Africa,Middle,NA,NA,NA,NA,NA,NA,17,24.1,NA,NA,NA,NA,NA,NA,NA,Bonattour (1986)
Tunisia,1980,Middle East and North Africa,Middle,NA,NA,NA,NA,NA,NA,13,27,NA,NA,NA,NA,NA,NA,NA,Bonattour (1986)
Tunisia,1980,Middle East and North Africa,Middle,4.8,8,NA,NA,NA,NA,13,27,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Tunisia,1999,Middle East and North Africa,Middle,3.2,8.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muller and Nordman (2004)
Tunisia,2011,Middle East and North Africa,Middle,11.05,7,4.7,1.2,9.7,NA,NA,NA,NA,NA,NA,7,7.3,NA,NA,Rizk (2016)
Tunisia,2010,Middle East and North Africa,Middle,NA,NA,NA,9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barouni and Broecke (2014)
Turkey,1987,Europe and Central Asia,Middle,NA,NA,NA,NA,NA,1.9,8.6,16.2,NA,NA,8.5,NA,NA,NA,NA,Psacharopoulos and Patrinos (2004)
Turkey,1987,Europe and Central Asia,Middle,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,13.4,NA,NA,Tansel (2008)
Turkey,1988,Europe and Central Asia,Middle,4.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salehi, Tunali, Assaad (2009)"
Turkey,1989,Europe and Central Asia,Middle,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,14.7,NA,NA,Tansel (2008)
Turkey,1994,Europe and Central Asia,Middle,7.5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.36,17.8,NA,NA,Tansel (2015)
Turkey,1995,Europe and Central Asia,Middle,5.4,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tansel and Bodur (2012)
Turkey,2005,Europe and Central Asia,Middle,NA,NA,NA,NA,NA,NA,9.35,19.25,NA,6.1,9.2,NA,NA,NA,NA,OECD (2013)
Turkey,2002,Europe and Central Asia,Middle,8,NA,3.6,7.1,13.1,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,Tansel and Bodur (2012)
Turkey,1994,Europe and Central Asia,Middle,7,NA,4.4,8.5,14,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,Tansel and Bodur (2012)
Turkey,2008,Europe and Central Asia,Middle,8.8,11.8,4.8,9.4,19.9,NA,NA,NA,NA,NA,NA,10.9,14.1,NA,NA,Tansel and Daoud (2014)
Turkey,2005,Europe and Central Asia,Middle,8.3,10.9,4.36,9.45,22.54,NA,NA,NA,NA,NA,NA,10.07,12.5,NA,NA,Tansel (2015)
Turkey,2003,Europe and Central Asia,Middle,8.4,12.2,2.11,13.03,21.63,NA,NA,NA,NA,NA,NA,11.7,13.5,NA,NA,Tansel (2015)
Turkey,1994,Europe and Central Asia,Middle,NA,NA,24.6,13.6,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kara (2008)
Turkey,1987,Europe and Central Asia,Middle,NA,NA,25,14,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kara (2008)
Turkey,2004,Europe and Central Asia,Middle,8.4,11.7,2.49,14.79,17.29,NA,NA,NA,NA,NA,NA,10.92,13.7,NA,NA,Tansel (2015)
Turkey,2002,Europe and Central Asia,Middle,8,11.8,1.44,14.88,20.32,NA,NA,NA,NA,NA,NA,11.45,13.13,NA,NA,Tansel (2015)
Turkey,1968,Europe and Central Asia,Middle,NA,NA,31.1,30.5,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kara (2008)
Uganda,1965,Sub-Saharan Africa,Low,NA,NA,NA,NA,NA,NA,NA,NA,66,28.6,12,NA,NA,NA,NA,Psacharopoulos (1994)
Uganda,1992,Sub-Saharan Africa,Low,3.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cogneau (2003)
Uganda,1993,Sub-Saharan Africa,Low,3.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cogneau (2003)
Uganda,1992,Sub-Saharan Africa,Low,NA,NA,15.2,6.8,15.8,NA,NA,NA,13.4,6.4,2.7,NA,NA,NA,NA,Appleton (2000)
Uganda,2006,Sub-Saharan Africa,Low,6.4,5.8,3.5,8.4,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cuaresma and Raggl (2014)
Uganda,2008,Sub-Saharan Africa,Low,5.409,11.9,8.2,10.1,11.9,NA,NA,NA,NA,NA,NA,12.1,12.2,NA,NA,"Peet, Fink and Fawzi (2015)"
Uganda,2003,Sub-Saharan Africa,Low,5,7.2,1.4,10.6,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cuaresma and Raggl (2014)
Uganda,1999,Sub-Saharan Africa,Low,NA,NA,30.2,11.5,24.2,NA,NA,NA,23.7,10.5,13.4,NA,NA,NA,NA,Appleton (2000)
Uganda,2006,Sub-Saharan Africa,Low,NA,NA,8,31,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barouni and Broecke (2014)
Ukraine,1986,Europe and Central Asia,Middle,8.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gorodnichenko and Klara (2005)
Ukraine,1991,Europe and Central Asia,Middle,9.5,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gorodnichenko and Klara (2005)
Ukraine,1996,Europe and Central Asia,Middle,NA,NA,NA,NA,6.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natalie (2001)
Ukraine,1997,Europe and Central Asia,Middle,10.2,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gorodnichenko and Klara (2005)
Ukraine,1998,Europe and Central Asia,Middle,10.3,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gorodnichenko and Klara (2005)
Ukraine,2000,Europe and Central Asia,Middle,10.4,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gorodnichenko and Klara (2005)
Ukraine,2002,Europe and Central Asia,Middle,10.4,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gorodnichenko and Klara (2005)
United Arab Emirates,2006,Middle East and North Africa,High,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Squalli, Vellinga and Wilson (2008)"
United States,1939,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,10.7,NA,NA,NA,NA,Psacharopoulos (1985)
United States,1950,Advanced Economies,High,9.7,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1989)
United States,1959,Advanced Economies,High,10.6,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1985)
United States,1969,Advanced Economies,High,12.1,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1985)
United States,1973,Advanced Economies,High,11.4,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1981)
United States,1976,Advanced Economies,High,11.5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kling (2001)
United States,1978,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,9.2,"Cohn, Kiker and Oliveira (1987)"
United States,1978,Advanced Economies,High,11.7,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrinos (1995)
United States,1980,Advanced Economies,High,12,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
United States,1987,Advanced Economies,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,NA,NA,NA,NA,McMahon (1991)
United States,1987,Advanced Economies,High,13.6,9.8,NA,NA,NA,NA,NA,NA,NA,10,12,NA,NA,NA,NA,Psacharopoulos (1994)
United States,1990,Advanced Economies,High,12.2,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
United States,1991,Advanced Economies,High,12.3,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10.5,NA,NA,Jaeger (2003)
United States,1995,Advanced Economies,High,12.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rouse (1999)
United States,1998,Advanced Economies,High,12.6,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,11,NA,NA,Jaeger (2003)
United States,2000,Advanced Economies,High,12.7056,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Polachek (2008)
United States,2009,Advanced Economies,High,NA,NA,NA,NA,NA,NA,18.55,10.7,NA,8.45,11.8,NA,NA,NA,NA,OECD (2013)
United States,2011,Advanced Economies,High,NA,NA,NA,NA,NA,NA,20.45,13.95,NA,11.9,11.85,NA,NA,NA,NA,OECD (2015)
Uruguay,1972,Latin America and Caribbean,High,NA,NA,NA,NA,NA,NA,4.8,5.4,NA,3.6,NA,NA,NA,NA,NA,Indart (1981)
Uruguay,1979,Latin America and Caribbean,High,NA,NA,NA,NA,NA,NA,11.6,20,NA,9.9,NA,NA,NA,NA,NA,Indart (1981)
Uruguay,1985,Latin America and Caribbean,High,7.2,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Uruguay,1989,Latin America and Caribbean,High,7.4,9.7,NA,NA,NA,27.8,10.3,12.8,21.6,8.1,10.3,9,10.6,10.5,5.7,Psacharopoulos (1994)
Uruguay,1990,Latin America and Caribbean,High,7.5,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Uzbekistan,1995,Europe and Central Asia,Middle,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Newell and Reilly (1999)
Venezuela,1957,Latin America and Caribbean,High,NA,NA,NA,NA,NA,NA,18,27,82,17,23,NA,NA,NA,NA,Psacharopoulos (1985)
Venezuela,1975,Latin America and Caribbean,High,4.3,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrinos and Sakellariou (2004)
Venezuela,1975,Latin America and Caribbean,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,8.5,Psacharopoulos and Steier (1988)
Venezuela,1976,Latin America and Caribbean,High,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,13.5,NA,NA,Psacharopoulos (1994)
Venezuela,1980,Latin America and Caribbean,High,5.3,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kaboski (2003)
Venezuela,1984,Latin America and Caribbean,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,10.6,Psacharopoulos (1985)
Venezuela,1984,Latin America and Caribbean,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,9.7,Psacharopoulos and Steier (1988)
Venezuela,1984,Latin America and Caribbean,High,5.1,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patrinos and Sakellariou (2004)
Venezuela,1987,Latin America and Caribbean,High,6.9,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13.1,NA,NA,Psacharopoulos (1994); Patrinos and Sakellariou (2004)
Venezuela,1987,Latin America and Caribbean,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,10.1,Psacharopoulos and Alam (1991)
Venezuela,1989,Latin America and Caribbean,High,9,9.6,NA,NA,NA,36.3,14.6,11,23.4,10.2,6.2,9.1,11.1,9.7,6.6,Psacharopoulos (1994); Patrinos and Sakellariou (2004)
Venezuela,2003,Latin America and Caribbean,High,7.4,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gonzales and Oyelere (2009)
Venezuela,2007,Latin America and Caribbean,High,7.6,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gonzales and Oyelere (2009)
Venezuela,2008,Latin America and Caribbean,High,7,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gonzales and Oyelere (2009)
Venezuela,1992,Latin America and Caribbean,High,NA,NA,18,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos and Mattson (1998)
Venezuela,1996,Latin America and Caribbean,High,6.1,7.6,15,14,12,NA,NA,NA,NA,NA,NA,7.4,10.1,NA,NA,Patrinos and Sakellariou (2004)
Venezuela,1995,Latin America and Caribbean,High,5.9,8,18,16,8,NA,NA,NA,NA,NA,NA,8,9.6,NA,NA,Patrinos and Sakellariou (2004)
Venezuela,1999,Latin America and Caribbean,High,9.1,9.2,17,16,10,NA,NA,NA,NA,NA,NA,9.1,11.9,NA,NA,Patrinos and Sakellariou (2004)
Venezuela,1992,Latin America and Caribbean,High,5.5,8.8,16,17,12,NA,NA,NA,NA,NA,NA,8.4,11.9,NA,NA,Patrinos and Sakellariou (2004)
Venezuela,2000,Latin America and Caribbean,High,6.7,8,15,17,8,NA,NA,NA,NA,NA,NA,7.9,9.4,NA,NA,Patrinos and Sakellariou (2004)
Venezuela,1997,Latin America and Caribbean,High,6.3,9.2,16,18,11,NA,NA,NA,NA,NA,NA,9.1,11.7,NA,NA,Patrinos and Sakellariou (2004)
Venezuela,1998,Latin America and Caribbean,High,6.5,9,16,18,10,NA,NA,NA,NA,NA,NA,9.2,10.5,NA,NA,Patrinos and Sakellariou (2004)
Venezuela,2001,Latin America and Caribbean,High,6.9,9.4,15,18,11,NA,NA,NA,NA,NA,NA,9.1,11.3,NA,NA,Patrinos and Sakellariou (2004)
Venezuela,2002,Latin America and Caribbean,High,7.2,10.4,17,19,13,NA,NA,NA,NA,NA,NA,9.9,12.7,NA,NA,Patrinos and Sakellariou (2004)
Vietnam,1964,East Asia and Pacific,Middle,3.3,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psacharopoulos (1994)
Vietnam,1992,East Asia and Pacific,Middle,4.2,4.8,NA,NA,NA,10.8,3.8,3,13.5,4.5,6.2,3.4,6.8,NA,NA,"Moock, Patrinos and Venkataraman (1998)"
Vietnam,1997,East Asia and Pacific,Middle,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,4.4,NA,NA,Liu (2006)
Vietnam,2002,East Asia and Pacific,Middle,5.1,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Patrinos, Ridao and Sakellariou (2009)"
Vietnam,1993,East Asia and Pacific,Middle,4.3,3.1,15.3,-2.371428571,-10.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nguyen (2002)
Vietnam,1998,East Asia and Pacific,Middle,4.8,3.9,14.3,-0.3,19.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nguyen (2002)
Vietnam,2010,East Asia and Pacific,Middle,9.5,7.2,4.5,2.89,23.9775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doan, Tuyen, and Quan (2016)"
Vietnam,1998,East Asia and Pacific,Middle,9.2,2.9,5.45,3.266666667,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doan, Tuyen, and Quan (2016)"
Vietnam,2012,East Asia and Pacific,Middle,9.4,6,9.04,4.041666667,18.5075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doan, Tuyen, and Quan (2016)"
Vietnam,2014,East Asia and Pacific,Middle,10.4,5.7,7.16,5.033333333,14.0425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doan, Tuyen, and Quan (2016)"
Vietnam,2006,East Asia and Pacific,Middle,9.8,8.8,3.19,5.533333333,23.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doan, Tuyen, and Quan (2016)"
Vietnam,2008,East Asia and Pacific,Middle,10,9.5,-16.835,5.668333333,24.3725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doan, Tuyen, and Quan (2016)"
Vietnam,2004,East Asia and Pacific,Middle,9.7,8.4,6.045,6.233333333,21.1225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doan, Tuyen, and Quan (2016)"
Vietnam,2002,East Asia and Pacific,Middle,8.2,7.6,7.705,7.111666667,20.8625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doan, Tuyen, and Quan (2016)"
Yemen,1985,Middle East and North Africa,Middle,NA,NA,NA,NA,NA,10,41,56,2,26,24,NA,NA,NA,NA,Psacharopoulos (1994)
Zambia,1995,Sub-Saharan Africa,Middle,6,10.65,NA,NA,NA,NA,NA,19.2,NA,NA,5.7,NA,NA,NA,NA,Banerjee and Duflo (2005)
Zimbabwe,1994,Sub-Saharan Africa,Low,6.7,5.57,NA,NA,NA,16.6,48.5,5.1,11.2,47.6,-4.6,NA,NA,NA,NA,Banerjee and Duflo (2005)
,,,,,,,,,,,,,,,,,,,
,,,,,8.778370618,7.813536082,10.50331457,12.92118288,25.88596491,15.15488095,15.94054054,17.76790123,11.88273577,10.58128834,7.938703687,9.564795527,10.95576923,8.805769231,
